City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_Category
Bangkok,2023-09-15,78.76,109.98,46.87,24.91,3.74,131.87,19.29,34.31,7.81,Moderate
Bangkok,2023-09-16,125.84,142.21,48.8,17.99,1.43,105.64,22.6,21.25,1.93,Unhealthy
Bangkok,2023-09-17,78.94,131.66,54.79,24.37,7.53,83.31,13.48,60.97,9.48,Moderate
Bangkok,2023-09-18,51.15,139.44,55.26,31.66,7.54,84.65,6.69,39.25,5.53,Good
Bangkok,2023-09-19,23.36,147.22,55.73,38.96,7.55,85.99,-0.09,17.53,1.57,Good
Bangkok,2023-09-20,90.53,77.15,26.91,11.15,6.77,125.97,14.14,48.39,14.8,Moderate
Bangkok,2023-09-21,6.93,63.18,78.15,43.01,9.48,105.05,-7.57,34.9,9.51,Good
Bangkok,2023-09-22,85.82,130.21,77.96,19.09,8.41,115.74,-5.27,81.24,3.9,Moderate
Bangkok,2023-09-23,144.95,86.84,34.79,7.87,6.58,52.07,30.38,78.33,2.68,Unhealthy
Bangkok,2023-09-24,109.47,52.25,63.4,17.18,2.8,193.73,-3.13,12.35,0.59,Unhealthy
Bangkok,2023-09-25,75.44,106.41,45.67,11.3,5.52,66.75,16.53,66.44,7.24,Moderate
Bangkok,2023-09-26,48.66,137.33,38.82,25.0,3.49,116.34,16.44,43.85,16.59,Good
Bangkok,2023-09-27,40.42,95.46,62.9,26.78,1.66,158.82,28.2,23.4,9.37,Good
Bangkok,2023-09-28,52.81,115.64,16.4,24.42,6.43,75.8,26.87,59.03,6.7,Good
Bangkok,2023-09-29,51.02,93.82,29.9,25.71,5.32,88.45,22.47,47.54,6.02,Good
Bangkok,2023-09-30,49.22,72.0,43.4,27.01,4.21,101.1,18.07,36.05,5.34,Good
Bangkok,2023-10-01,47.42,50.18,56.9,28.3,3.1,113.74,13.66,24.56,4.66,Good
Bangkok,2023-10-02,36.18,122.24,81.84,45.08,3.66,180.74,10.9,50.39,16.14,Good
Bangkok,2023-10-03,106.72,162.81,17.8,29.39,4.12,38.68,7.21,40.56,15.29,Unhealthy
Bangkok,2023-10-04,118.99,99.44,28.45,26.86,5.59,62.95,14.22,35.74,15.39,Unhealthy
Bangkok,2023-10-05,131.27,36.08,39.1,24.32,7.06,87.22,21.23,30.92,15.5,Unhealthy
Bangkok,2023-10-06,148.28,33.84,31.1,18.9,8.45,33.67,36.84,80.78,13.28,Unhealthy
Bangkok,2023-10-07,17.49,112.42,23.77,13.57,9.88,131.73,23.51,36.12,8.89,Good
Bangkok,2023-10-08,48.05,93.28,50.99,22.02,6.47,126.29,11.85,30.28,3.74,Good
Bangkok,2023-10-09,75.5,89.68,54.92,32.93,6.33,79.07,7.32,49.31,4.85,Moderate
Bangkok,2023-10-10,102.95,86.07,58.85,43.85,6.19,31.86,2.79,68.35,5.96,Unhealthy
Bangkok,2023-10-11,92.1,95.46,46.24,28.54,7.67,66.64,-0.76,49.98,7.43,Moderate
Bangkok,2023-10-12,81.25,104.86,33.63,13.23,9.15,101.42,-4.31,31.62,8.9,Moderate
Bangkok,2023-10-13,79.42,98.82,62.81,21.24,5.03,94.38,3.56,38.01,10.63,Moderate
Bangkok,2023-10-14,138.84,36.69,10.72,39.91,9.5,178.29,6.18,58.51,18.96,Unhealthy
Bangkok,2023-10-15,116.7,14.99,24.13,19.48,9.82,193.08,39.61,35.36,16.92,Unhealthy
Bangkok,2023-10-16,144.69,36.6,34.27,3.28,5.38,27.64,5.31,92.63,6.16,Unhealthy
Bangkok,2023-10-17,74.72,159.51,65.58,22.17,6.24,159.39,20.96,54.22,12.23,Moderate
Bangkok,2023-10-18,71.65,186.15,79.05,22.72,9.4,79.51,-7.93,91.34,10.62,Moderate
Bangkok,2023-10-19,118.05,138.48,46.9,16.37,2.69,109.94,3.42,66.47,7.74,Unhealthy
Bangkok,2023-10-20,64.78,110.1,56.26,31.48,4.5,121.07,-0.3,51.04,2.45,Good
Bangkok,2023-10-21,48.94,110.52,67.8,17.17,4.54,88.9,2.91,48.99,5.2,Good
Bangkok,2023-10-22,33.1,110.94,79.33,2.87,4.58,56.72,6.12,46.95,7.94,Good
Bangkok,2023-10-23,56.27,81.83,60.1,5.85,5.36,97.74,10.65,57.35,7.09,Good
Bangkok,2023-10-24,79.45,52.73,40.86,8.83,6.14,138.76,15.18,67.75,6.23,Moderate
Bangkok,2023-10-25,92.24,106.06,30.7,26.98,6.78,106.28,24.62,70.29,13.44,Moderate
Bangkok,2023-10-26,5.89,42.56,27.02,12.78,0.49,183.89,19.32,22.73,5.87,Good
Bangkok,2023-10-27,51.87,112.85,67.89,10.07,3.05,180.71,1.0,43.66,7.09,Good
Bangkok,2023-10-28,92.06,154.41,37.44,48.62,4.31,42.46,3.08,75.43,9.9,Moderate
Bangkok,2023-10-29,83.86,143.93,41.89,45.67,5.46,53.67,7.7,72.66,8.98,Moderate
Bangkok,2023-10-30,75.67,133.46,46.34,42.72,6.6,64.88,12.32,69.89,8.06,Moderate
Bangkok,2023-10-31,67.47,122.98,50.78,39.77,7.75,76.09,16.93,67.12,7.14,Moderate
Bangkok,2023-11-01,59.27,112.51,55.23,36.83,8.9,87.3,21.55,64.34,6.22,Good
Bangkok,2023-11-02,88.92,31.05,44.66,38.78,3.54,126.36,28.3,26.28,6.46,Moderate
Bangkok,2023-11-03,51.26,97.47,59.3,2.47,4.6,151.44,-6.78,80.67,13.62,Good
Bangkok,2023-11-04,119.63,138.91,48.98,34.54,5.72,119.9,-0.54,26.89,5.44,Unhealthy
Bangkok,2023-11-05,125.01,69.49,12.15,32.89,3.96,49.01,-5.02,83.58,16.89,Unhealthy
Bangkok,2023-11-06,77.11,61.76,17.17,8.66,8.48,89.01,11.7,31.97,7.35,Moderate
Bangkok,2023-11-07,137.24,35.86,48.68,36.75,8.23,43.92,18.16,93.99,2.18,Unhealthy
Bangkok,2023-11-08,94.37,185.21,32.02,26.2,2.16,43.69,37.06,80.9,3.51,Moderate
Bangkok,2023-11-09,84.38,170.12,33.42,28.98,3.92,89.14,31.26,59.63,10.5,Moderate
Bangkok,2023-11-10,74.39,155.02,34.82,31.75,5.68,134.59,25.46,38.36,17.49,Moderate
Bangkok,2023-11-11,53.54,131.09,33.37,31.67,4.61,140.98,27.68,51.76,12.94,Good
Bangkok,2023-11-12,32.7,107.17,31.91,31.59,3.54,147.36,29.89,65.15,8.39,Good
Bangkok,2023-11-13,143.41,51.7,22.69,32.83,7.33,93.1,19.74,83.94,12.68,Unhealthy
Bangkok,2023-11-14,127.65,141.56,46.2,9.75,9.75,98.78,24.67,35.67,11.16,Unhealthy
Bangkok,2023-11-15,41.91,128.17,29.26,43.72,5.72,159.64,30.48,62.65,13.23,Good
Bangkok,2023-11-16,73.06,132.53,54.97,22.11,3.53,60.62,10.66,80.16,14.7,Moderate
Bangkok,2023-11-17,52.85,117.03,32.34,11.53,0.72,148.3,16.68,47.76,16.43,Good
Bangkok,2023-11-18,98.76,106.64,59.5,5.97,9.98,71.08,34.71,28.4,1.61,Moderate
Bangkok,2023-11-19,37.29,99.5,73.36,41.1,4.8,106.04,22.56,55.78,8.96,Good
Bangkok,2023-11-20,51.7,100.28,65.83,25.9,1.68,54.32,8.74,58.41,8.08,Good
Bangkok,2023-11-21,60.78,110.27,64.51,24.02,8.46,190.84,17.71,46.14,12.84,Good
Bangkok,2023-11-22,50.07,136.12,36.93,41.43,1.63,32.79,38.09,69.73,19.68,Good
Bangkok,2023-11-23,104.14,110.54,16.46,13.51,8.36,120.23,27.16,92.5,12.5,Unhealthy
Bangkok,2023-11-24,122.37,65.61,46.76,48.15,3.32,166.09,23.99,95.4,19.77,Unhealthy
Bangkok,2023-11-25,19.48,154.06,93.6,35.43,5.52,111.65,7.21,23.24,0.62,Good
Bangkok,2023-11-26,43.68,108.36,30.98,4.68,3.3,154.42,11.72,64.07,14.44,Good
Bangkok,2023-11-27,98.94,44.94,6.1,23.05,3.82,16.67,16.28,43.79,3.72,Moderate
Bangkok,2023-11-28,108.74,45.32,10.9,28.29,3.75,35.54,12.27,45.81,6.12,Unhealthy
Bangkok,2023-11-29,118.54,45.7,15.71,33.53,3.68,54.41,8.26,47.83,8.53,Unhealthy
Bangkok,2023-11-30,128.35,46.07,20.51,38.78,3.6,73.29,4.24,49.86,10.93,Unhealthy
Bangkok,2023-12-01,138.15,46.45,25.32,44.02,3.53,92.16,0.23,51.88,13.34,Unhealthy
Bangkok,2023-12-02,147.95,46.83,30.12,49.26,3.46,111.03,-3.78,53.9,15.74,Unhealthy
Bangkok,2023-12-03,15.94,165.41,65.17,27.34,3.54,169.94,25.15,54.8,14.8,Good
Bangkok,2023-12-04,29.7,111.95,72.4,25.72,4.96,119.16,18.85,47.32,10.4,Good
Bangkok,2023-12-05,43.48,58.5,79.62,24.1,6.39,68.38,12.56,39.84,6.01,Good
Bangkok,2023-12-06,27.83,95.04,52.18,40.74,5.51,137.51,27.26,66.64,14.22,Good
Bangkok,2023-12-07,49.28,88.49,41.41,41.56,4.91,80.76,22.74,66.18,11.34,Good
Bangkok,2023-12-08,70.74,81.93,30.64,42.38,4.32,24.02,18.23,65.72,8.46,Moderate
Bangkok,2023-12-09,7.17,67.57,40.12,24.43,0.56,145.28,5.5,73.42,5.22,Good
Bangkok,2023-12-10,70.84,56.8,41.38,19.93,2.92,134.24,18.74,63.18,7.1,Moderate
Bangkok,2023-12-11,134.52,46.02,42.64,15.43,5.28,123.2,31.99,52.94,8.99,Unhealthy
Bangkok,2023-12-12,115.46,129.83,11.33,3.99,9.37,43.53,-9.34,80.32,3.18,Unhealthy
Bangkok,2023-12-13,114.96,137.28,74.87,31.81,5.03,117.32,-3.84,81.59,15.55,Unhealthy
Bangkok,2023-12-14,46.97,95.26,41.34,5.83,4.64,126.51,15.4,40.49,15.98,Good
Bangkok,2023-12-15,46.37,70.28,70.07,26.14,3.23,126.95,22.96,46.62,11.83,Good
Bangkok,2023-12-16,95.56,84.17,71.71,31.08,6.72,102.4,19.7,86.68,14.29,Moderate
Bangkok,2023-12-17,65.76,145.1,11.73,27.8,0.59,152.57,8.42,54.46,9.22,Good
Bangkok,2023-12-18,43.2,131.25,40.42,25.61,2.61,115.69,11.22,51.14,13.9,Good
Bangkok,2023-12-19,20.65,117.4,69.11,23.42,4.64,78.81,14.01,47.83,18.58,Good
Bangkok,2023-12-20,16.0,75.45,67.44,14.28,4.01,57.1,12.91,34.28,9.91,Good
Bangkok,2023-12-21,11.36,33.49,65.77,5.14,3.38,35.38,11.81,20.72,1.23,Good
Bangkok,2023-12-22,56.26,129.78,25.85,30.17,3.31,13.72,35.0,90.45,5.9,Good
Bangkok,2023-12-23,63.81,105.16,62.17,16.51,4.83,115.88,9.25,74.23,9.99,Good
Bangkok,2023-12-24,88.87,100.95,52.24,25.98,3.76,97.31,7.21,40.12,14.22,Moderate
Bangkok,2023-12-25,81.96,113.92,52.94,24.22,4.83,105.86,10.65,50.25,11.94,Moderate
Bangkok,2023-12-26,75.06,126.89,53.64,22.45,5.9,114.42,14.09,60.38,9.66,Moderate
Bangkok,2023-12-27,90.34,137.02,76.78,22.5,4.85,121.2,20.58,71.7,8.78,Moderate
Bangkok,2023-12-28,90.34,137.02,76.78,22.5,4.85,121.2,20.58,71.7,8.78,Moderate
Beijing,2023-01-01,70.93,60.7,53.39,38.22,5.61,33.83,7.39,59.75,9.67,Moderate
Beijing,2023-01-02,70.93,60.7,53.39,38.22,5.61,33.83,7.39,59.75,9.67,Moderate
Beijing,2023-01-03,134.74,28.02,82.44,42.1,2.16,16.92,-2.59,75.92,2.71,Unhealthy
Beijing,2023-01-04,68.68,142.26,55.07,12.06,3.16,34.19,11.84,41.56,8.72,Moderate
Beijing,2023-01-05,13.34,118.92,22.1,8.88,4.96,147.36,1.76,84.42,17.39,Good
Beijing,2023-01-06,27.89,147.57,49.51,8.68,8.09,16.75,0.91,38.38,0.93,Good
Beijing,2023-01-07,41.96,85.24,59.56,34.02,7.27,95.18,20.45,34.97,9.02,Good
Beijing,2023-01-08,100.96,33.37,47.9,25.53,5.92,52.22,33.29,41.88,12.58,Unhealthy
Beijing,2023-01-09,89.95,69.44,56.86,21.47,5.57,88.67,25.76,46.13,12.98,Moderate
Beijing,2023-01-10,78.94,105.51,65.81,17.42,5.21,125.13,18.22,50.38,13.38,Moderate
Beijing,2023-01-11,58.8,98.05,48.1,39.74,2.89,117.88,28.4,66.18,10.02,Good
Beijing,2023-01-12,137.46,147.14,11.76,28.28,2.53,19.78,12.36,42.54,17.17,Unhealthy
Beijing,2023-01-13,56.27,108.01,71.18,32.44,4.97,21.06,17.82,92.83,11.91,Good
Beijing,2023-01-14,46.82,108.84,62.44,28.61,5.79,27.92,22.03,82.16,10.37,Good
Beijing,2023-01-15,37.36,109.67,53.7,24.79,6.61,34.78,26.25,71.49,8.83,Good
Beijing,2023-01-16,27.9,110.5,44.97,20.97,7.42,41.65,30.46,60.82,7.29,Good
Beijing,2023-01-17,18.45,111.33,36.23,17.15,8.24,48.51,34.68,50.15,5.75,Good
Beijing,2023-01-18,125.67,140.64,31.27,32.73,4.08,67.08,17.38,88.88,19.85,Unhealthy
Beijing,2023-01-19,104.42,134.52,58.32,20.51,4.9,80.61,32.3,55.32,11.9,Unhealthy
Beijing,2023-01-20,79.49,156.68,74.22,16.44,5.76,69.08,17.33,62.82,9.19,Moderate
Beijing,2023-01-21,54.56,178.83,90.13,12.38,6.63,57.54,2.36,70.33,6.48,Good
Beijing,2023-01-22,80.58,75.54,8.88,27.24,6.56,36.01,6.48,65.97,10.66,Moderate
Beijing,2023-01-23,62.31,110.64,40.6,37.93,3.02,104.13,0.99,23.93,9.92,Good
Beijing,2023-01-24,35.36,119.95,54.83,20.31,5.62,117.95,17.86,51.88,7.97,Good
Beijing,2023-01-25,56.0,112.68,16.86,15.62,3.04,25.86,19.42,57.41,10.12,Good
Beijing,2023-01-26,49.59,134.56,36.39,14.87,4.19,33.76,13.53,58.37,11.16,Good
Beijing,2023-01-27,43.18,156.45,55.91,14.11,5.34,41.65,7.64,59.33,12.2,Good
Beijing,2023-01-28,36.78,178.34,75.44,13.36,6.5,49.54,1.75,60.28,13.24,Good
Beijing,2023-01-29,42.55,146.8,65.71,14.28,6.2,67.6,8.32,64.99,10.4,Good
Beijing,2023-01-30,48.33,115.26,55.98,15.2,5.9,85.66,14.9,69.69,7.56,Good
Beijing,2023-01-31,54.11,83.73,46.25,16.11,5.61,103.72,21.48,74.4,4.73,Good
Beijing,2023-02-01,59.89,52.2,36.52,17.03,5.31,121.78,28.05,79.1,1.89,Good
Beijing,2023-02-02,71.09,68.47,43.95,19.68,5.13,116.64,25.36,71.9,4.47,Moderate
Beijing,2023-02-03,82.28,84.75,51.39,22.33,4.96,111.49,22.67,64.69,7.05,Moderate
Beijing,2023-02-04,115.68,96.91,68.93,28.72,7.38,125.5,13.26,34.64,5.03,Unhealthy
Beijing,2023-02-05,113.68,111.3,37.28,35.91,4.13,146.84,7.09,60.4,9.36,Unhealthy
Beijing,2023-02-06,111.69,125.68,5.63,43.1,0.88,168.17,0.92,86.15,13.7,Unhealthy
Beijing,2023-02-07,29.93,100.46,95.36,24.27,3.47,131.14,32.14,80.01,13.1,Good
Beijing,2023-02-08,97.3,100.47,12.42,9.53,5.08,42.64,23.08,88.76,13.23,Moderate
Beijing,2023-02-09,71.24,44.44,14.48,10.53,9.83,119.21,8.85,22.9,2.72,Moderate
Beijing,2023-02-10,87.9,78.77,36.81,16.41,7.52,102.65,13.16,29.59,7.12,Moderate
Beijing,2023-02-11,104.55,113.09,59.15,22.28,5.22,86.09,17.47,36.28,11.51,Unhealthy
Beijing,2023-02-12,114.24,90.77,63.19,24.9,6.04,48.97,23.55,29.15,15.21,Unhealthy
Beijing,2023-02-13,123.93,68.44,67.23,27.52,6.86,11.85,29.63,22.03,18.91,Unhealthy
Beijing,2023-02-14,13.87,34.68,58.46,3.87,3.42,117.7,2.15,29.78,19.34,Good
Beijing,2023-02-15,38.74,76.06,44.06,19.74,4.57,127.57,9.65,39.09,11.76,Good
Beijing,2023-02-16,63.6,117.43,29.66,35.61,5.72,137.44,17.16,48.4,4.18,Good
Beijing,2023-02-17,49.6,150.55,31.48,11.35,9.82,167.14,19.45,76.22,8.31,Good
Beijing,2023-02-18,53.51,119.51,40.66,16.12,7.64,122.4,18.8,72.98,9.27,Good
Beijing,2023-02-19,57.42,88.47,49.84,20.89,5.46,77.66,18.14,69.74,10.23,Good
Beijing,2023-02-20,68.74,163.11,13.45,20.32,2.95,129.85,4.88,19.98,1.71,Moderate
Beijing,2023-02-21,74.32,135.72,50.1,21.34,3.16,117.9,7.34,66.91,5.3,Moderate
Beijing,2023-02-22,116.08,104.93,53.6,11.91,7.51,158.7,19.11,46.8,5.4,Unhealthy
Beijing,2023-02-23,131.68,145.01,48.99,25.05,3.8,130.91,2.24,71.06,10.74,Unhealthy
Beijing,2023-02-24,83.04,127.64,40.33,19.95,4.32,150.99,8.33,67.89,11.04,Moderate
Beijing,2023-02-25,34.39,110.26,31.67,14.84,4.85,171.07,14.42,64.71,11.36,Good
Beijing,2023-02-26,78.12,196.93,59.04,35.51,7.98,82.82,13.47,51.06,10.98,Moderate
Beijing,2023-02-27,43.08,84.71,44.68,19.27,6.76,47.2,16.84,55.89,5.54,Good
Beijing,2023-02-28,41.22,30.88,64.02,8.18,2.96,58.98,14.27,60.57,5.6,Good
Beijing,2023-03-01,66.72,59.17,59.99,15.84,4.38,83.14,16.77,56.56,11.88,Moderate
Beijing,2023-03-02,92.22,87.46,55.96,23.5,5.82,107.29,19.27,52.54,18.16,Moderate
Beijing,2023-03-03,47.92,117.12,57.6,26.95,3.93,75.63,12.73,49.98,7.62,Good
Beijing,2023-03-04,69.54,35.88,40.18,25.03,6.74,130.82,11.4,70.78,8.68,Moderate
Beijing,2023-03-05,82.3,75.72,49.88,16.69,3.68,124.54,5.6,42.85,11.21,Moderate
Beijing,2023-03-06,95.06,115.56,59.57,8.35,0.6,118.26,-0.21,14.92,13.74,Moderate
Beijing,2023-03-07,100.19,10.16,74.82,39.88,6.81,176.9,32.85,17.65,9.53,Unhealthy
Beijing,2023-03-08,80.94,77.16,57.14,28.45,7.43,110.87,8.82,47.83,10.86,Moderate
Beijing,2023-03-09,54.92,71.02,59.97,40.95,2.36,98.38,21.54,48.2,5.28,Good
Beijing,2023-03-10,132.79,137.85,70.28,30.58,5.39,184.43,32.95,88.48,4.85,Unhealthy
Beijing,2023-03-11,80.98,72.82,83.41,31.6,3.12,166.65,18.39,60.91,9.06,Moderate
Beijing,2023-03-12,26.12,144.22,64.92,18.2,5.2,104.46,30.55,75.92,8.34,Good
Beijing,2023-03-13,53.56,158.24,41.03,25.94,5.56,100.8,26.64,63.13,13.14,Good
Beijing,2023-03-14,81.01,172.27,17.13,33.69,5.92,97.14,22.74,50.33,17.94,Moderate
Beijing,2023-03-15,69.44,153.2,38.61,28.99,5.83,124.42,20.44,39.82,14.45,Moderate
Beijing,2023-03-16,57.88,134.13,60.1,24.29,5.73,151.69,18.14,29.31,10.96,Good
Beijing,2023-03-17,117.24,97.9,46.01,12.42,4.81,67.46,16.18,28.52,15.61,Unhealthy
Beijing,2023-03-18,10.41,12.98,7.17,33.37,2.34,116.32,21.13,49.81,19.31,Good
Beijing,2023-03-19,116.35,133.82,70.45,40.16,7.99,114.23,16.63,48.06,9.71,Unhealthy
Beijing,2023-03-20,72.57,134.28,83.34,26.41,5.4,137.56,23.03,71.08,9.05,Moderate
Beijing,2023-03-21,28.79,134.75,96.23,12.66,2.82,160.89,29.43,94.1,8.39,Good
Beijing,2023-03-22,61.48,117.52,70.25,20.58,3.06,89.16,6.57,43.93,9.45,Good
Beijing,2023-03-23,35.89,55.6,64.5,33.41,5.53,19.34,8.49,57.05,6.03,Good
Beijing,2023-03-24,93.18,106.1,77.24,21.26,7.02,112.84,-0.08,68.87,17.66,Moderate
Beijing,2023-03-25,66.65,175.61,43.64,27.11,6.69,127.75,29.86,34.19,4.9,Moderate
Beijing,2023-03-26,37.86,144.15,54.81,32.42,6.1,138.72,26.46,22.3,11.75,Good
Beijing,2023-03-27,9.06,112.69,65.98,37.74,5.52,149.69,23.07,10.41,18.6,Good
Beijing,2023-03-28,48.67,109.97,72.73,24.15,0.96,107.57,2.21,63.77,18.28,Good
Beijing,2023-03-29,67.88,121.37,58.93,24.49,2.31,95.01,5.94,58.11,17.52,Moderate
Beijing,2023-03-30,87.09,132.77,45.14,24.84,3.66,82.45,9.68,52.44,16.76,Moderate
Beijing,2023-03-31,106.3,144.17,31.34,25.18,5.02,69.89,13.41,46.78,16.0,Unhealthy
Beijing,2023-04-01,125.5,155.57,17.54,25.52,6.37,57.34,17.14,41.12,15.24,Unhealthy
Beijing,2023-04-02,101.31,100.03,65.8,42.52,1.09,102.0,-6.62,71.8,14.39,Unhealthy
Beijing,2023-04-03,105.58,148.88,95.05,39.39,2.38,170.41,-5.82,29.38,13.34,Unhealthy
Beijing,2023-04-04,92.22,135.46,69.51,34.37,5.72,169.0,5.07,50.11,12.92,Moderate
Beijing,2023-04-05,78.85,122.03,43.97,29.35,9.06,167.59,15.96,70.83,12.49,Moderate
Beijing,2023-04-06,65.86,117.85,61.38,29.99,7.15,132.55,31.04,54.2,11.96,Good
Beijing,2023-04-07,102.39,59.72,10.61,1.28,6.83,165.0,26.68,57.39,8.53,Unhealthy
Beijing,2023-04-08,112.83,113.43,38.26,16.58,4.78,130.84,10.85,53.98,11.6,Unhealthy
Beijing,2023-04-09,123.26,167.14,65.91,31.87,2.72,96.68,-4.98,50.56,14.66,Unhealthy
Beijing,2023-04-10,109.26,25.86,50.04,9.32,4.95,50.73,30.47,33.98,15.05,Unhealthy
Beijing,2023-04-11,50.35,99.15,50.32,20.29,6.42,87.25,11.8,67.94,10.69,Good
Beijing,2023-04-12,148.01,136.52,11.05,32.75,7.75,137.19,24.52,19.15,2.77,Unhealthy
Beijing,2023-04-13,107.89,147.39,34.88,22.93,5.38,181.43,20.45,73.9,16.16,Unhealthy
Beijing,2023-04-14,75.79,152.04,47.76,21.4,4.27,54.87,20.14,64.54,9.28,Moderate
Beijing,2023-04-15,11.29,65.4,32.62,9.68,1.55,192.21,0.56,10.83,7.9,Good
Beijing,2023-04-16,51.2,141.85,64.38,30.13,5.5,139.1,23.25,14.34,3.24,Good
Beijing,2023-04-17,63.53,122.94,60.99,25.37,4.96,136.07,20.3,42.9,2.7,Good
Beijing,2023-04-18,75.86,104.02,57.6,20.62,4.43,133.05,17.36,71.46,2.15,Moderate
Beijing,2023-04-19,147.6,174.09,54.85,19.78,5.98,62.89,8.04,22.11,8.99,Unhealthy
Beijing,2023-04-20,52.36,142.56,56.0,31.71,4.73,103.96,22.5,25.2,9.21,Good
Beijing,2023-04-21,34.55,152.12,39.0,38.44,7.24,68.02,31.19,46.9,10.23,Good
Beijing,2023-04-22,16.73,161.68,22.0,45.17,9.74,32.07,39.88,68.59,11.25,Good
Beijing,2023-04-23,94.12,82.02,59.39,19.72,4.42,62.9,7.62,52.58,6.34,Moderate
Beijing,2023-04-24,75.25,89.18,74.53,9.19,7.2,130.78,-3.92,23.32,7.05,Moderate
Beijing,2023-04-25,22.66,123.96,59.15,24.18,2.05,93.56,22.59,27.21,10.21,Good
Beijing,2023-04-26,132.21,76.24,46.69,23.05,3.65,133.62,-2.22,53.28,17.96,Unhealthy
Beijing,2023-04-27,74.27,85.96,64.4,33.61,8.6,44.44,26.14,53.67,12.7,Moderate
Beijing,2023-04-28,62.79,99.03,66.33,29.98,7.23,55.12,27.04,52.46,11.11,Good
Beijing,2023-04-29,51.31,112.1,68.26,26.36,5.85,65.8,27.94,51.25,9.52,Good
Beijing,2023-04-30,39.83,125.17,70.18,22.73,4.47,76.47,28.84,50.04,7.93,Good
Beijing,2023-05-01,28.36,138.24,72.11,19.1,3.09,87.16,29.74,48.83,6.34,Good
Beijing,2023-05-02,55.5,86.89,48.06,28.65,4.0,108.23,24.66,38.26,4.66,Good
Beijing,2023-05-03,82.64,35.54,24.02,38.19,4.92,129.3,19.59,27.7,2.97,Moderate
Beijing,2023-05-04,87.06,74.02,32.56,32.61,4.36,138.43,18.5,38.77,6.05,Moderate
Beijing,2023-05-05,91.47,112.51,41.1,27.04,3.79,147.56,17.4,49.84,9.14,Moderate
Beijing,2023-05-06,95.89,150.99,49.63,21.46,3.23,156.7,16.31,60.92,12.22,Moderate
Beijing,2023-05-07,91.29,114.14,46.88,23.4,5.16,122.7,6.91,41.85,15.54,Moderate
Beijing,2023-05-08,86.69,77.28,44.13,25.35,7.09,88.71,-2.48,22.79,18.87,Moderate
Beijing,2023-05-09,38.78,133.62,76.35,19.55,1.52,86.7,38.15,70.37,5.83,Good
Beijing,2023-05-10,37.04,120.14,53.47,34.86,5.94,62.07,19.56,38.04,13.19,Good
Beijing,2023-05-11,82.03,148.08,94.4,12.99,7.61,81.89,-3.29,27.94,1.92,Moderate
Beijing,2023-05-12,89.63,97.65,68.76,19.26,5.84,97.68,1.28,26.34,5.38,Moderate
Beijing,2023-05-13,97.23,47.22,43.12,25.54,4.07,113.46,5.84,24.73,8.84,Moderate
Beijing,2023-05-14,45.73,67.03,90.09,9.56,9.17,137.02,27.31,78.88,16.0,Good
Beijing,2023-05-15,77.68,82.45,61.54,29.25,1.22,112.74,29.56,51.28,5.67,Moderate
Beijing,2023-05-16,40.29,70.98,9.69,22.12,5.09,78.38,12.46,23.71,3.32,Good
Beijing,2023-05-17,134.33,19.03,67.69,17.94,1.94,77.72,27.98,52.82,14.0,Unhealthy
Beijing,2023-05-18,81.44,81.89,58.72,25.1,2.91,68.57,25.64,73.01,9.38,Moderate
Beijing,2023-05-19,28.56,144.74,49.75,32.26,3.88,59.42,23.3,93.2,4.75,Good
Beijing,2023-05-20,35.84,162.48,69.35,30.76,4.52,84.56,17.37,59.46,1.31,Good
Beijing,2023-05-21,97.67,133.49,49.97,26.86,4.0,96.33,-1.15,52.35,8.19,Moderate
Beijing,2023-05-22,57.69,87.81,63.44,15.8,4.61,112.16,15.73,71.04,12.82,Good
Beijing,2023-05-23,82.91,135.92,68.33,13.38,5.23,100.12,25.72,63.36,10.97,Moderate
Beijing,2023-05-24,108.13,184.02,73.22,10.97,5.85,88.07,35.7,55.69,9.12,Unhealthy
Beijing,2023-05-25,82.42,100.77,54.59,25.28,5.07,167.9,10.4,51.36,12.06,Moderate
Beijing,2023-05-26,39.21,87.8,31.66,34.23,4.67,84.44,-6.77,55.86,11.15,Good
Beijing,2023-05-27,42.88,125.89,45.64,34.75,3.63,95.35,2.03,61.98,10.85,Good
Beijing,2023-05-28,46.54,163.98,59.6,35.28,2.58,106.26,10.82,68.1,10.56,Good
Beijing,2023-05-29,55.42,140.93,50.07,30.36,3.11,107.08,12.34,70.15,10.8,Good
Beijing,2023-05-30,64.3,117.89,40.54,25.46,3.63,107.89,13.86,72.2,11.04,Good
Beijing,2023-05-31,73.18,94.85,31.0,20.54,4.15,108.7,15.38,74.25,11.28,Moderate
Beijing,2023-06-01,82.06,71.81,21.46,15.64,4.68,109.52,16.9,76.3,11.52,Moderate
Beijing,2023-06-02,120.37,196.69,43.09,10.85,0.8,71.01,-2.58,63.72,14.6,Unhealthy
Beijing,2023-06-03,85.2,103.94,18.34,15.05,8.12,70.32,7.78,77.74,17.21,Moderate
Beijing,2023-06-04,116.04,163.22,73.97,31.57,5.35,194.85,23.51,38.34,10.94,Unhealthy
Beijing,2023-06-05,110.93,56.34,23.52,6.19,9.87,81.92,-6.05,83.66,0.63,Unhealthy
Beijing,2023-06-06,83.02,103.18,46.98,43.12,5.88,121.7,11.56,24.4,11.64,Moderate
